ENTRY_ID,CATALOG,ID,CATALOGO,VALOR_SIEBEL,VALOR_HOMOLOGADO,ID_VALOR_HOMOLOGADO
3877,CT005RVCTXFACT,40,CT005RVCTXFACT,40,"Corp
",Eu/7nQBmtxumzU374KjVk61ktfU
3879,CT005RVCTXFACT,41,CT005RVCTXFACT,41,"Corp
",8ojn7vvKtxun9E374LjVk61ktfU
3881,CT005RVCTXFACT,42,CT005RVCTXFACT,42,"Corp
",P72bnGqPtxunL-374MjVk61ktfU
3883,CT005RVCTXFACT,43,CT005RVCTXFACT,43,"Corp
",Z0JBZqwotxuneU374NjVk61ktfU
3885,CT005RVCTXFACT,44,CT005RVCTXFACT,44,"Corp
",/hlsfBcqtxuoVE374OjVk61ktfU
3887,CT005RVCTXFACT,45,CT005RVCTXFACT,45,"Corp
",MX3ETpZitxuoh-374PjVk61ktfU
3889,CT005RVCTXFACT,46,CT005RVCTXFACT,46,"Corp
",PA84kRJxtxuosk374QjVk61ktfU
3891,CT005RVCTXFACT,47,CT005RVCTXFACT,47,"Corp
",Zh37vukrtxup2U374RjVk61ktfU
3893,CT005RVCTXFACT,48,CT005RVCTXFACT,48,"Corp
",0gDVRIBQtxupI-374SjVk61ktfU
3895,CT005RVCTXFACT,49,CT005RVCTXFACT,49,"Corp
",HOKhZKq1txupXk374TjVk61ktfU
3897,CT005RVCTXFACT,50,CT005RVCTXFACT,50,"Corp
",Pu6NU/pCtxupnE374UjVk61ktfU
3899,CT005RVCTXFACT,51,CT005RVCTXFACT,51,"Corp
",n6ueL7Iztxuq1-374VjVk61ktfU
3901,CT005RVCTXFACT,52,CT005RVCTXFACT,52,"Corp
",L3su6L1OtxuqCk374WjVk61ktfU
3903,CT005RVCTXFACT,53,CT005RVCTXFACT,53,"Corp
",YuuNV3vetxuqe-374XjVk61ktfU
3905,CT005RVCTXFACT,55,CT005RVCTXFACT,55,"Corp
",p1d6Lpkbtxuqpk374YjVk61ktfU
3907,CT005RVCTXFACT,56,CT005RVCTXFACT,56,"Corp
",PKKkFv4Gtxur7E374ZjVk61ktfU
3909,CT005RVCTXFACT,60,CT005RVCTXFACT,60,"Corp
",99JFGydCtxurYU374ajVk61ktfU
3911,CT005RVCTXFACT,64,CT005RVCTXFACT,64,"Corp
",TZGQzf5Otxurw-374bjVk61ktfU
3913,CT005RVCTXFACT,65,CT005RVCTXFACT,65,"Corp
",5N5EGmHjtxusDU374cjVk61ktfU
3915,CT005RVCTXFACT,66,CT005RVCTXFACT,66,"Corp
",JJrsm5K-txusX-374djVk61ktfU
3917,CT005RVCTXFACT,67,CT005RVCTXFACT,67,"Corp
",oAxqMmGItxusqU374ejVk61ktfU
3919,CT005RVCTXFACT,70,CT005RVCTXFACT,70,"Corp
",yu0qjDE5txut4E374fjVk61ktfU
3921,CT005RVCTXFACT,71,CT005RVCTXFACT,71,"Corp
",wf0PUjpytxutlE374gjVk61ktfU
3923,CT005RVCTXFACT,72,CT005RVCTXFACT,72,"Corp
",/5ztZqE8txuu-k374hjVk61ktfU
3925,CT005RVCTXFACT,73,CT005RVCTXFACT,73,"Corp
",kPHWrPdbtxuufk374ijVk61ktfU
3927,CT005RVCTXFACT,74,CT005RVCTXFACT,74,"Corp
",bNfswuXAtxuvKk374jjVk61ktfU
3929,CT005RVCTXFACT,75,CT005RVCTXFACT,75,"Corp
",5dvPDZf2txuvm-374kjVk61ktfU
3931,CT005RVCTXFACT,76,CT005RVCTXFACT,76,"Corp
",bh9T-DSGtxux2E374ljVk61ktfU
3933,CT005RVCTXFACT,77,CT005RVCTXFACT,77,"Corp
",b4qYNUsQtxuxHk374mjVk61ktfU
3935,CT005RVCTXFACT,80,CT005RVCTXFACT,80,"Corp
",aYb5ko/Utxuxyk374njVk61ktfU
3937,CT005RVCTXFACT,81,CT005RVCTXFACT,81,"Corp
",Y4HWOgc6txuyGE374ojVk61ktfU
3939,CT005RVCTXFACT,82,CT005RVCTXFACT,82,"Corp
",v3x8pPaOtxuyZk374pjVk61ktfU
3941,CT005RVCTXFACT,90,CT005RVCTXFACT,90,"Corp
",6U863NlWtxuylU374qjVk61ktfU
3943,CT005RVCTXFACT,91,CT005RVCTXFACT,91,"Corp
",mvMseo6Ztxuz/E374rjVk61ktfU
3945,CT005RVCTXFACT,92,CT005RVCTXFACT,92,"Corp
",KkZ/IvwttxuzAk374sjVk61ktfU
3947,CT005RVCTXFACT,93,CT005RVCTXFACT,93,"Corp
",KGtoLl4LtxuzQU374tjVk61ktfU
3949,CT005RVCTXFACT,94,CT005RVCTXFACT,94,"Corp
",Bre4b-UOtxuzzk374ujVk61ktfU
3951,CT005RVCTXFACT,95,CT005RVCTXFACT,95,"Corp
",fyYGyn5wtxv-9E374vjVk61ktfU
3953,CT005RVCTXFACT,96,CT005RVCTXFACT,96,"Corp
",hNOWLe/1txv-P-374wjVk61ktfU
3955,CT005RVCTXFACT,97,CT005RVCTXFACT,97,"Corp
",xIMdHe9Ftxv-ak374xjVk61ktfU
3957,CT005RVCTXFACT,98,CT005RVCTXFACT,98,"Corp
",tRslSfQxtxv-yE374yjVk61ktfU
3959,CT005RVCTXFCACT,01,CT005RVCTXFCACT,01,00,OCXlEcWltxv/7k374zjVk61ktfU
3961,CT005RVCTXFCACT,02,CT005RVCTXFCACT,02,00,ylDbh0K4txv/RU375-jVk61ktfU
3963,CT005RVCTXFCACT,03,CT005RVCTXFCACT,03,10,R9-jgh3Jtxv/h-375/jVk61ktfU
3965,CT005RVCTXFCACT,04,CT005RVCTXFCACT,04,10,KXOVAGX9txv/wk3750jVk61ktfU
3967,CT005RVCTXFCACT,05,CT005RVCTXFCACT,05,10,j9s1mARmtxv0z-3751jVk61ktfU
3969,CT005RVCTXFCACT,06,CT005RVCTXFCACT,06,10,ecQ7xvR7txv1Ck3752jVk61ktfU
3971,CT005RVCTXFCACT,07,CT005RVCTXFCACT,07,10,9rC6soLstxv1OU3753jVk61ktfU
3973,CT005RVCTXFCACT,08,CT005RVCTXFCACT,08,10,tMZYQSjPtxv1e-3754jVk61ktfU
3975,CT005RVCTXFCACT,09,CT005RVCTXFCACT,09,10,3L5nxqtPtxv1pk3755jVk61ktfU
3977,CT005RVCTXFCACT,10,CT005RVCTXFCACT,10,10,NjgrxA/Gtxv2/U3756jVk61ktfU
3979,CT005RVCTXFCACT,11,CT005RVCTXFCACT,11,10,6NUJSoZVtxv2F-3757jVk61ktfU
3981,CT005RVCTXFCACT,12,CT005RVCTXFCACT,12,10,zBzkHqyXtxv2Uk3758jVk61ktfU
3983,CT005RVCTXFCACT,13,CT005RVCTXFCACT,13,10,UEdcpDsBtxv2gU3759jVk61ktfU
3985,CT005RVCTXFCACT,14,CT005RVCTXFCACT,14,10,xrOrJSprtxv2sE375AjVk61ktfU
3987,CT005RVCTXFCACT,15,CT005RVCTXFCACT,15,10,umQOFbsptxv35k375BjVk61ktfU
3989,CT005RVCTXFCACT,16,CT005RVCTXFCACT,16,10,CI2FRnGetxv3HU375CjVk61ktfU
3991,CT005RVCTXFCACT,17,CT005RVCTXFCACT,17,10,gN0gPSlMtxv3TE375DjVk61ktfU
3993,CT005RVCTXFCACT,18,CT005RVCTXFCACT,18,10,Fk24J67Ltxv3f-375EjVk61ktfU
3995,CT005RVCTXFCACT,19,CT005RVCTXFCACT,19,10,o0QaAZ6xtxv3yU375FjVk61ktfU
3997,CT005RVCTXFCACT,20,CT005RVCTXFCACT,20,10,JvTSKxPmtxv4Rk375GjVk61ktfU
3999,CT005RVCTXFCACT,21,CT005RVCTXFCACT,21,10,zEnmHADmtxv4hE375HjVk61ktfU
4001,CT005RVCTXFCACT,22,CT005RVCTXFCACT,22,10,N8CyOHgBtxv4t-375IjVk61ktfU
4003,CT005RVCTXFCACT,23,CT005RVCTXFCACT,23,10,i81NEZultxv56k375JjVk61ktfU
4005,CT005RVCTXFCACT,24,CT005RVCTXFCACT,24,10,CIWeOPZ4txv5QE375KjVk61ktfU
4007,CT005RVCTXFCACT,25,CT005RVCTXFCACT,25,10,LMKyv/R3txv5c-375LjVk61ktfU
4009,CT005RVCTXFCACT,26,CT005RVCTXFCACT,26,10,UqKs-5A4txv5rU375MjVk61ktfU
4011,CT005RVCTXFCACT,27,CT005RVCTXFCACT,27,10,A7gAUEy-txv61E375NjVk61ktfU
4013,CT005RVCTXFCACT,28,CT005RVCTXFCACT,28,10,sjpuC4a7txv6Kk375OjVk61ktfU
4015,CT005RVCTXFCACT,29,CT005RVCTXFCACT,29,10,QEHk6ot0txv6WU375PjVk61ktfU
4017,CT005RVCTXFCACT,30,CT005RVCTXFCACT,30,10,yYzj8vXKtxv6mE375QjVk61ktfU
4019,CT005RVCTXFCACT,31,CT005RVCTXFCACT,31,10,O01Owiastxv6xk375RjVk61ktfU
4021,CT005RVCTXFCACT,32,CT005RVCTXFCACT,32,10,TRpsjZMRtxv7R-375SjVk61ktfU
4023,CT005RVCTXFCACT,33,CT005RVCTXFCACT,33,10,SN1abyRDtxv7ck375TjVk61ktfU
4025,CT005RVCTXFCACT,34,CT005RVCTXFCACT,34,10,F4WdIbQetxv8-E375UjVk61ktfU
4027,CT005RVCTXFCACT,35,CT005RVCTXFCACT,35,10,AnM9VaXqtxv8A-375VjVk61ktfU
4029,CT005RVCTXFCACT,36,CT005RVCTXFCACT,36,10,Jj5hUVlPtxv8Lk375WjVk61ktfU
4031,CT005RVCTXFCACT,37,CT005RVCTXFCACT,37,10,LH7EHqAytxv8XU375XjVk61ktfU
4033,CT005RVCTXFCACT,38,CT005RVCTXFCACT,38,10,-9ZPtIf5txv8r-375YjVk61ktfU
4035,CT005RVCTXFCACT,39,CT005RVCTXFCACT,39,10,0SNQ0EjYtxv90k375ZjVk61ktfU
4037,CT005RVCTXFCACT,40,CT005RVCTXFCACT,40,10,ro-nn0UHtxv9CU375ajVk61ktfU
4039,CT005RVCTXFCACT,41,CT005RVCTXFCACT,41,10,dT6Hq3FKtxv9O-375bjVk61ktfU
4041,CT005RVCTXFCACT,42,CT005RVCTXFCACT,42,10,wYbI1uqEtxv9hk375cjVk61ktfU
4043,CT005RVCTXFCACT,43,CT005RVCTXFCACT,43,10,01Qh3ZT8txv9tE375djVk61ktfU
4045,CT005RVCTXFCACT,44,CT005RVCTXFCACT,44,10,exAmpTkatxvA7-375ejVk61ktfU
4047,CT005RVCTXFCACT,45,CT005RVCTXFCACT,45,10,URTR0GVgtxvAMU375fjVk61ktfU
4049,CT005RVCTXFCACT,46,CT005RVCTXFCACT,46,10,-02TO/uetxvAcE375gjVk61ktfU
4051,CT005RVCTXFCACT,47,CT005RVCTXFCACT,47,10,vX6D0xgqtxvAo-375hjVk61ktfU
4053,CT005RVCTXFCACT,48,CT005RVCTXFCACT,48,10,RP9L-EkatxvB1U375ijVk61ktfU
4055,CT005RVCTXFCACT,49,CT005RVCTXFCACT,49,10,kif8GaMCtxvBak375jjVk61ktfU
4057,CT005RVCTXFCACT,50,CT005RVCTXFCACT,50,10,BIWpeDyYtxvBqE375kjVk61ktfU
4059,CT005RVCTXFCACT,51,CT005RVCTXFCACT,51,10,5xyjyDSZtxvC0-375ljVk61ktfU
4061,CT005RVCTXFCACT,52,CT005RVCTXFCACT,52,10,4SEA0DwEtxvCBk375mjVk61ktfU
4063,CT005RVCTXFCACT,53,CT005RVCTXFCACT,53,10,rn8v27GutxvCRU375njVk61ktfU
4065,CT005RVCTXFCACT,55,CT005RVCTXFCACT,55,10,kARXJTuutxvCh-375ojVk61ktfU
4067,CT005RVCTXFCACT,56,CT005RVCTXFCACT,56,10,dIKeYod5txvCwk375pjVk61ktfU
4069,CT005RVCTXFCACT,60,CT005RVCTXFCACT,60,10,aL8s9/AFtxvDAE375qjVk61ktfU
4071,CT005RVCTXFCACT,64,CT005RVCTXFCACT,64,10,w9WzHWUdtxvDfU375rjVk61ktfU
4073,CT005RVCTXFCACT,65,CT005RVCTXFCACT,65,10,xONpSrMQtxvDrE375sjVk61ktfU
4101,CT005RVCTXFCACT,66,CT005RVCTXFCACT,66,10,4KAsP-dIty8RbU375ujVk61ktfU
3701,CT005RVCTXFACT,01,CT005RVCTXFACT,01,"Hog
",sIQ3OJTCtxR20U373ijVk61ktfU
4103,CT005RVCTXFCACT,67,CT005RVCTXFCACT,67,10,hMAbu8OYty8RrE375vjVk61ktfU
4105,CT005RVCTXFCACT,70,CT005RVCTXFCACT,70,10,GimaKDVDty8S4k375wjVk61ktfU
4107,CT005RVCTXFCACT,71,CT005RVCTXFCACT,71,10,zpurXJxWty8SGU375xjVk61ktfU
4109,CT005RVCTXFCACT,72,CT005RVCTXFCACT,72,10,sg1RhIXmty8SSE375yjVk61ktfU
4111,CT005RVCTXFCACT,73,CT005RVCTXFCACT,73,10,Xtms6c7oty8Si-375zjVk61ktfU
4113,CT005RVCTXFCACT,74,CT005RVCTXFCACT,74,10,Ku392U4Mty8SxU376-jVk61ktfU
4115,CT005RVCTXFCACT,75,CT005RVCTXFCACT,75,10,40-n3GVbty8TJ-376/jVk61ktfU
4117,CT005RVCTXFCACT,76,CT005RVCTXFCACT,76,10,Md1f2ZjRty8TYU3760jVk61ktfU
4119,CT005RVCTXFCACT,77,CT005RVCTXFCACT,77,10,VEhs3ptIty8TkE3761jVk61ktfU
4121,CT005RVCTXFCACT,80,CT005RVCTXFCACT,80,10,tgt0O0Nvty8U--3762jVk61ktfU
4123,CT005RVCTXFCACT,81,CT005RVCTXFCACT,81,10,19qTTFyfty8UDU3763jVk61ktfU
4125,CT005RVCTXFCACT,82,CT005RVCTXFCACT,82,10,8RmIsO1hty8UPE3764jVk61ktfU
4127,CT005RVCTXFCACT,90,CT005RVCTXFCACT,90,10,DxSc7cI-ty8Ub-3765jVk61ktfU
4129,CT005RVCTXFCACT,91,CT005RVCTXFCACT,91,10,nrgYNAR5ty8Umk3766jVk61ktfU
4131,CT005RVCTXFCACT,92,CT005RVCTXFCACT,92,10,4HgNt9xVty8V0E3767jVk61ktfU
4133,CT005RVCTXFCACT,93,CT005RVCTXFCACT,93,10,vOm/-vTjty8VG-3768jVk61ktfU
4135,CT005RVCTXFCACT,94,CT005RVCTXFCACT,94,10,1UZJO8j9ty8VRk3769jVk61ktfU
4137,CT005RVCTXFCACT,95,CT005RVCTXFCACT,95,10,58wn0r0mty8VhE376AjVk61ktfU
4139,CT005RVCTXFCACT,96,CT005RVCTXFCACT,96,10,5O9uiLt4ty8Vt-376BjVk61ktfU
4141,CT005RVCTXFCACT,97,CT005RVCTXFCACT,97,10,VkR62FHEty8W6k376CjVk61ktfU
4143,CT005RVCTXFCACT,98,CT005RVCTXFCACT,98,10,sOUD60V5ty8WME376DjVk61ktfU
8101,CT005RVCTXCCT,CC,CT005RVCTXCCT,CC,2000000,CC
50801,CT012SXT2LISIMTD,CC,CT012SXT2LISIMTD,CC,1,554
50803,CT012SXT2LISIMTD,NIT,CT012SXT2LISIMTD,NIT,2,555
50805,CT012SXT2LISIMTD,CE,CT012SXT2LISIMTD,CE,4,556
50807,CT011SXT2LISIMEDO,1,CT011SXT2LISIMEDO,1,Rechazado,541
50809,CT011SXT2LISIMEDO,11,CT011SXT2LISIMEDO,11,Aprobado,551
50811,CT011SXT2LISIMEDO,2,CT011SXT2LISIMEDO,2,Rechazado,542
70801,CT005RVCTXFAGCIU,25214,CT005RVCTXFAGCIU,25214,001,706
70803,CT005RVCTXFAGCIU,25269,CT005RVCTXFAGCIU,25269,001,707
70805,CT005RVCTXFAGCIU,25286,CT005RVCTXFAGCIU,25286,001,708
70819,CT005RVCTXFAGCIU,25799,CT005RVCTXFAGCIU,25799,001,715
70821,CT005RVCTXFAGCIU,25817,CT005RVCTXFAGCIU,25817,001,716
70823,CT005RVCTXFAGCIU,25899,CT005RVCTXFAGCIU,25899,001,717
70825,CT005RVCTXFAGCIU,25815,CT005RVCTXFAGCIU,25815,001,718
70827,CT005RVCTXFAGCIU,25612,CT005RVCTXFAGCIU,25612,001,719
70837,CT015ACTFFTH,"FIBRA|HSI,IPTV,IPPBX,STB_ADD_3",CT015ACTFFTH,"FIBRA|HSI,IPTV,IPPBX,STB_ADD_3",F.O. (HSI/IPTV/IPPBX/STB_ADD_3)|Installation of triple play Service with two STB +3 aditional STB|MPPFTTH|120,704
70839,CT015ACTFFTH,"FIBRA|HSI,IPTV,IPPBX,STB_ADD_4",CT015ACTFFTH,"FIBRA|HSI,IPTV,IPPBX,STB_ADD_4",F.O. (HSI/IPTV/IPPBX/STB_ADD_4)|Installation of triple play Service with two STB +4 aditional STB|MPPFTTH|120,705
70841,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_1",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_1",F.O. (HSI/IP_FIX/VOIP/IPTV/STB_ADD_1)|Installation of triple play Service with fix IP and two STB + 1 aditional STB|MPPFTTH|120,724
70843,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_2",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_2",F.O. (HSI/IP_FIX/VOIP/IPTV/STB_ADD_2)|Installation of triple play Service with fix IP and two STB + 2 aditional STB|MPPFTTH|120,725
70845,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_3",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_3",F.O. (HSI/IP_FIX/VOIP/IPTV/STB_ADD_3)|Installation of triple play Service with fix IP and two STB + 3 aditional STB|MPPFTTH|120,726
70847,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_4",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,STB_ADD_4",F.O. (HSI/IP_FIX/VOIP/IPTV/STB_ADD_4)|Installation of triple play Service with fix IP and two STB + 4 aditional STB|MPPFTTH|120,727
70849,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_1",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_1",F.O. (HSI/IP_FIX/IPTV/IPPBX/STB_ADD_1)|Installation of triple play Service with fix IP and two STB + 1 aditional STB|MPPFTTH|120,728
70851,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_2",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_2",F.O. (HSI/IP_FIX/IPTV/IPPBX/STB_ADD_2)|Installation of triple play Service with fix IP and two STB + 2 aditional STB|MPPFTTH|120,729
70853,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_3",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_3",F.O. (HSI/IP_FIX/IPTV/IPPBX/STB_ADD_3)|Installation of triple play Service with fix IP and two STB + 3 aditional STB|MPPFTTH|120,730
70855,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_4",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPTV,IPPBX,STB_ADD_4",F.O. (HSI/IP_FIX/IPTV/IPPBX/STB_ADD_4)|Installation of triple play Service with fix IP and two STB + 4 aditional STB|MPPFTTH|120,731
70857,CT015ACTFFTH,FIBRA|STB_ADD_1,CT015ACTFFTH,FIBRA|STB_ADD_1,F.O. (STB_ADD_1)|Installation of 1 aditional STB|MPPFTTH|60,732
70859,CT015ACTFFTH,FIBRA|STB_ADD_2,CT015ACTFFTH,FIBRA|STB_ADD_2,F.O. (STB_ADD_2)|Installation of 2 aditional STB|MPPFTTH|60,733
108773,CT016SCHORDIND,|VOIP-ADD|VOIP-ADD|,CT016SCHORDIND,|VOIP-ADD|VOIP-ADD|,SI|   =>   VOIPx2|NO,1636
108775,CT016SCHORDIND,|HSI-ADD|VOIP-ADD|VOIP-ADD|,CT016SCHORDIND,|HSI-ADD|VOIP-ADD|VOIP-ADD|,SI|   =>  IP VOIPx2|NO,1637
108777,CT016SCHORDIND,|HSI-ADD|IP_FIX-ADD|VOIP-ADD|VOIP-ADD|,CT016SCHORDIND,|HSI-ADD|IP_FIX-ADD|VOIP-ADD|VOIP-ADD|,SI|   => IP_FIX  VOIPx2|NO,1638
108779,CT016SCHORDIND,|VOIP-ADD|IPTV-ADD|VOIP-ADD|STB-ADD|,CT016SCHORDIND,|VOIP-ADD|IPTV-ADD|VOIP-ADD|STB-ADD|,SI|   =>IPTV   VOIPx2|NO,1639
108781,CT016SCHORDIND,|HSI-ADD|VOIP-ADD|IPTV-ADD|VOIP-ADD|STB-ADD|,CT016SCHORDIND,|HSI-ADD|VOIP-ADD|IPTV-ADD|VOIP-ADD|STB-ADD|,SI|   =>IPTV  IP VOIPx2|NO,1640
108783,CT016SCHORDIND,|HSI-ADD|IP_FIX-ADD|VOIP-ADD|IPTV-ADD|VOIP-ADD|STB-ADD|,CT016SCHORDIND,|HSI-ADD|IP_FIX-ADD|VOIP-ADD|IPTV-ADD|VOIP-ADD|STB-ADD|,SI|   =>IPTV IP_FIX  VOIPx2|NO,1641
108785,CT016SCHORDIND,|HSI-DELETE|VOIP-ADD|VOIP-ADD|,CT016SCHORDIND,|HSI-DELETE|VOIP-ADD|VOIP-ADD|,NO| |SI,1642
108787,CT016SCHORDIND,|HSI-UPDATE|VOIP-ADD|VOIP-ADD|,CT016SCHORDIND,|HSI-UPDATE|VOIP-ADD|VOIP-ADD|,NO| |NO,1643
108789,CT016SCHORDIND,|HSI-UPDATE|IP_FIX-ADD|VOIP-ADD|VOIP-ADD|,CT016SCHORDIND,|HSI-UPDATE|IP_FIX-ADD|VOIP-ADD|VOIP-ADD|,NO| |NO,1644
108867,CT016SCHORDIND,|HSI-UPDATE|IP-FIX-DELETE|VOIP-DELETE|IPTV-ADD|VOIP-UPDATE|STB-ADD|,CT016SCHORDIND,|HSI-UPDATE|IP-FIX-DELETE|VOIP-DELETE|IPTV-ADD|VOIP-UPDATE|STB-ADD|,SI|IP_FIX VOIPx2 => IPTV VOIP|SI,1683
108869,CT016SCHORDIND,|LB-ADD|,CT016SCHORDIND,|LB-ADD|,SI|   =>   VOIP|NO,1684
108871,CT016SCHORDIND,|XDSL-ADD|,CT016SCHORDIND,|XDSL-ADD|,SI|   =>  IP |NO,1685
108873,CT016SCHORDIND,|LB-ADD|XDSL-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-ADD|,SI|   =>  IP VOIP|NO,1686
108875,CT016SCHORDIND,|XDSL-ADD|IP-ADD|,CT016SCHORDIND,|XDSL-ADD|IP-ADD|,SI|   => IP_FIX  |NO,1687
